mean area: 42.57561772094288nm^2
mean major axis length: 18.403298869443187nm
mean minor axis length: 11.318028804707557nm
area, major_axis, minor_axis
37.479009387281195 16.98494564264958 10.445741570229494
46.92509086982578 16.114087729995493 9.91016395394723
48.27207883248688 15.496316137023609 9.53023442426952
37.067926710061556 17.19222890850711 10.573220778731875
41.3680565444284 16.608082656963983 10.21397083403285
46.29017292619571 15.619641267457487 9.606079379486355
42.02358979334638 18.0198361313316 11.082199220768935
42.4861510427851 16.781448472417782 10.320590810536936
46.55447525525742 17.65707577227922 10.859101599951721
38.095656257629834 16.303709525209324 10.026781358003735
45.595495979692615 16.515379093576783 10.156958142549723
36.711374855394 17.309555507682582 10.645376637224787
25.77795050338501 11.944775277123243 7.346036795430795
39.97516033637601 16.745165566547808 10.298276823426901
35.84708706000494 34.687483950113936 21.33280262932007
38.62606190950888 22.150357838175854 13.622470070478151
37.23498801160273 18.12940648334565 11.149584987257576
38.955519887302216 17.66728278797991 10.865378914607646
47.92065832866614 18.366890601900103 11.295637720168564
35.26889769092663 16.859269478768958 10.368450729442909
50.15202754052817 32.060614968443616 19.717278205592823
49.8293817622113 34.351105541682365 21.125929908134655
36.74419559545907 18.73575689111043 11.522490488032915
42.55242436249638 15.87291650111088 9.761843648183191
38.56952438407409 17.270820210791584 10.621554429636824
42.34419941666333 18.34876611387521 11.284491160033255
50.10990864480709 13.697110353812144 8.423722867594469
38.75670521574482 16.143030856345305 9.927963976652363
38.033280365387384 13.293108214288575 8.175261551787473
35.934485445879915 16.81808671229161 10.34312332805934
45.531089126788856 16.272829090400077 10.007789890596047
51.984103577283925 15.939007316851697 9.802489499863794
34.37334730204449 18.334091639707452 11.275466358420083
61.402805220155855 28.251196823280885 17.374486046317745
43.005883457148755 16.451394890702446 10.117607857782005
35.71154946677677 16.208254576463464 9.968076564525031
49.00397199141965 14.995686567994179 9.22234723931642
53.84572755531142 15.880134522691108 9.766282731455032
48.17430247451789 15.031008876390459 9.244070458980133
44.1935998191011 15.763484352564774 9.694542876827336
36.46883126589848 14.699483024733727 9.040182060211242
34.22649749245911 17.317196783417472 10.650076021801745
36.41575232142789 14.05678450808028 8.644922472469373
39.85876130689094 18.693410153305823 11.496447244283083
35.348811033366765 16.034021281460554 9.860923088098241
52.066323304531956 16.408759712285494 10.091387223055579
52.196209355067545 50.469237603949864 31.038581126429168
54.13895112305012 13.91686915121384 8.558874527996512
44.96488855966072 15.098543919984479 9.285604510790455
42.813065918383806 14.724932322217239 9.055833378163602
40.87531823800879 20.372011277506598 12.528786935666558
46.308515391814076 15.299084726869907 9.408937107024993
39.03719740603678 14.085387831611008 8.66251351644077
37.11424020895498 16.60540477961241 10.212323939461632
44.274467690952974 16.78559215230472 10.323139173667402
38.97847233205887 17.734593962910747 10.90677528719011
38.68000786863101 17.43045885494855 10.719732195793359
56.39725706510694 31.797400475337202 19.55540129233238
30.10437743161958 9.460043667159061 5.817926855302823
42.435060763744154 13.712579126240396 8.433236162637844
39.07276847437 15.227665583645498 9.365014333941982
30.164001818515597 18.988359780546674 11.677841265036204
65.69561295784224 31.70409812309268 19.498020345702
37.805953694172544 17.802333014664864 10.948434804018891
25.874921540744914 25.269126677780907 15.540512906835257
43.95869936133146 15.67889226245266 9.642518741408386
40.08933206792756 17.083489650412716 10.50634613500382
46.62553939716479 16.07365474525093 9.885297668329322
28.89316590804723 26.61379025107832 16.367481004413168
32.12522477014745 28.893116957129262 17.769266928634497
47.69375361989963 16.28682142873067 10.016395178669361
44.38657705418109 15.70770847453591 9.660240711839585
30.256420272465075 17.88289760689609 10.997982028241097
43.66857982823352 37.019943077372 22.76726499258378
39.0167755488969 14.486145512916277 8.90897949044351
45.36529235354576 18.23092724409218 11.212020255116691
39.72767513577164 18.26946350168399 11.235720053535655
52.78096254555583 12.131226163967584 7.460704090840064
70.5482044225576 24.00671301260099 14.764128502749609
45.14880378425832 32.45933101305747 19.962488573030345
43.52949591371021 14.301293953219089 8.79529578122974
56.59011640148722 13.957805589306549 8.584050437423528
42.527079134742074 16.790384834817758 10.32608667341292
54.35616990663302 35.27356431874407 21.693242056027604
41.59681018863889 16.107302978236476 9.905991331615432
50.531709543492404 35.370787132707285 21.75303408661498
38.647866899667825 18.64165347790689 11.464616888912737
49.80918902282848 13.623821971916081 8.37865051272839
41.72738010555562 10.948771316990879 6.733494359949391
42.194729046159544 13.846047364889623 8.515319129407118
34.158296594455415 11.461288600184737 7.048692489113614
37.69455092302423 14.84877311906552 9.131995468225295
37.33454802579395 17.979002655101183 11.057086632887229
47.069525432338466 15.81692928647522 9.727411511182261
41.52515705515116 16.206051344055176 9.966721576593933
40.696345803449155 15.059620056253163 9.261666334595695
34.128638136302555 15.775550627972676 9.701963636203196
33.56946688375114 16.02285984331873 9.854058803641019
34.518137600351345 17.29995176108345 10.63947033306632
46.6845454877532 15.044266597493598 9.252223957458563
34.0540895082986 17.330821221210908 10.658455051044708
42.32889892177915 15.331595621357161 9.428931307134654
56.41236905774014 30.45253046515517 18.72830623607043
41.759677097111016 17.621815980653395 10.837416828101837
41.81327310371286 14.330543533788088 8.813284273279674
35.62146789461303 13.390370592837662 8.235077914595163
44.209971029032864 14.305199467592624 8.797697672569464
42.62592472312269 14.499109146411728 8.916952125043213
38.79394280399965 19.07910067993179 11.733646918158051
66.47939151976735 12.25721885316872 7.538189594698763
