mean area: 5.129680108452454nm^2
mean major axis length: 3.343263011455836nm
mean minor axis length: 10.89903741734603nm
area, major_axis, minor_axis
11.974407592556586 10.097302599358288 32.91720647390802
2.3971054129770613 1.1453696427730833 3.733905035440251
12.879510556130985 9.659679597210998 31.49055548690785
1.0626078574042193 0.8400652722471873 2.7386127875258306
12.50008202471949 4.986680730512357 16.256579181470283
0.6134969325153374 0.0 0.0
15.02230183715569 10.372011674068826 33.81275805746437
1.1359755825430078 0.6558558083740476 2.138089935299395
0.7084052382694795 0.40899795501022496 1.3333333333333333
11.363208798568177 8.797838212791996 28.680952573701905
0.8676156824374817 0.5313039287021096 1.7320508075688772
1.7072200630244247 1.5253535227191681 4.972652484064488
1.6962213948485132 0.7788882471590052 2.539175685738357
0.9591852269577564 0.7084052382694794 2.309401076758503
1.3441044355954996 0.8230925070551374 2.6832815729997477
1.0018362956168418 0.6134969325153374 2.0
13.013709874280844 9.48573099275177 30.923483036370772
16.918409099824636 10.245512548639503 33.40037090856478
3.009712809870231 2.585362654676546 8.42828225424554
14.656916254804614 8.48101916116615 27.648122465401652
5.1815877702611965 2.660282349524464 8.672520459449753
1.9552659366984702 0.9277695179611916 3.0245286285534845
13.70355501087478 10.020832032366364 32.667912425514345
1.2746548176928638 0.5845003475768018 1.9054711331003737
1.6461850141102747 0.6720522177977499 2.1908902300206647
21.404027444171774 12.058722912639276 39.31143669520404
12.693058554725926 6.40153547665171 20.869005653884575
0.6134969325153374 0.6134969325153374 2.0
5.766396123474582 1.235333101874399 4.02718591211054
1.8893317796092677 0.697569704599895 2.2740772369956574
21.11870755627511 11.798002103173046 38.46148685634413
0.8676156824374817 0.5313039287021096 1.7320508075688772
0.9504253610324949 0.5487283380367582 1.7888543819998317
0.7084052382694795 0.40899795501022496 1.3333333333333333
0.6134969325153374 0.0 0.0
2.10262828082177 1.510057297077809 4.922786788473657
17.28369061599556 11.28781482700867 36.79827633604827
0.8676156824374817 0.5313039287021096 1.7320508075688772
2.970414908158853 0.938810947536285 3.060523688968289
1.4746630983492799 0.7084052382694794 2.309401076758503
12.65184908912386 12.296865824140237 40.08778258669717
14.544098323068472 11.70019129149896 38.14262361028661
2.565228664732709 1.105997262353704 3.6055510752730746
14.797601270752832 11.699935951669802 38.14179120244356
12.76717671139671 6.385330545020424 20.81617757676658
2.380846607442813 1.2634888346867001 4.118973601078642
3.231270000296115 0.9883795244221673 3.2221172496162653
0.7084052382694795 0.40899795501022496 1.3333333333333333
3.4259014577252094 2.388479434782467 7.786442957390842
15.736282763204063 11.429777306809447 37.2610740201988
1.7663604821713623 1.4689465999329938 4.78876591578156
12.82843068216245 11.456739091849151 37.34896943942823
0.7084052382694795 0.40899795501022496 1.3333333333333333
1.291053449838408 1.26399694144224 4.120630029101703
2.775236828170167 1.2927769406624297 4.214452826559521
0.9504253610324949 0.5487283380367582 1.7888543819998317
6.315365980762141 1.6301140692142473 5.314171865638446
0.0 0.0 0.0
1.9097674650803917 0.781656851952415 2.5482013373648726
0.0 0.0 0.0
11.69511824749974 9.100542412193473 29.66776826375072
1.0626078574042193 0.8400652722471873 2.7386127875258306
12.95443247145261 8.168058403855817 26.627870396569964
0.0 0.0 0.0
1.0018362956168418 0.6134969325153374 2.0
13.894140997073668 9.320990815395591 30.386430058189625
2.10218029987781 1.8584701771697536 6.058612777573397
11.115984944773333 5.396426884597759 17.592351643788696
0.6134969325153374 0.0 0.0
0.6134969325153374 0.0 0.0
0.6134969325153374 0.6134969325153374 2.0
0.6134969325153374 0.6134969325153374 2.0
11.467979237108656 9.718720708652736 31.683029510207916
3.047362778453487 1.5292372549077629 4.985313450999307
11.485012058978834 9.470751093238771 30.874648563958395
1.3331687067919904 0.9409068480386217 3.067356324605907
2.095490954183967 0.6134969325153374 2.0
2.490957047470403 2.210395269310284 7.205888577951526
0.9504253610324949 0.5487283380367582 1.7888543819998317
0.7084052382694795 0.40899795501022496 1.3333333333333333
1.312166482065509 0.8107421834358061 2.643019518000728
1.0018362956168418 0.6134969325153374 2.0
1.3441044355954996 0.8230925070551374 2.6832815729997477
1.4890935336749678 0.8767803656558598 2.858303992038103
1.5468229585089377 1.4267425338579054 4.651180660376771
2.26587211749304 1.270629333832381 4.142251628293562
0.6134969325153374 0.6134969325153374 2.0
0.7084052382694795 0.40899795501022496 1.3333333333333333
